# Selected Patches for Grad-CAM Visualization
# Format: HUC_ID,PATCH_ID,FILE_PATH,WATER_PERCENTAGE,SELECTION_SCORE
# Generated on 2025-10-07

12060201,patch_1054,/projects/bcrm/nathanj/data/processed/test/patch_dataset/12060201/patch_1054.npz,15.27,92.00
12060201,patch_1092,/projects/bcrm/nathanj/data/processed/test/patch_dataset/12060201/patch_1092.npz,50.09,84.00
12110207,patch_1014,/projects/bcrm/nathanj/data/processed/test/patch_dataset/12110207/patch_1014.npz,20.33,92.00
12110207,patch_129,/projects/bcrm/nathanj/data/processed/test/patch_dataset/12110207/patch_129.npz,15.41,92.00
12110207,patch_126,/projects/bcrm/nathanj/data/processed/test/patch_dataset/12110207/patch_126.npz,21.09,92.00
13050003,patch_2171,/projects/bcrm/nathanj/data/processed/test/patch_dataset/13050003/patch_2171.npz,21.54,92.00
13050003,patch_2154,/projects/bcrm/nathanj/data/processed/test/patch_dataset/13050003/patch_2154.npz,16.07,92.00
13050003,patch_2899,/projects/bcrm/nathanj/data/processed/test/patch_dataset/13050003/patch_2899.npz,56.57,84.00
13050004,patch_1798,/projects/bcrm/nathanj/data/processed/test/patch_dataset/13050004/patch_1798.npz,31.62,92.00
13050004,patch_1230,/projects/bcrm/nathanj/data/processed/test/patch_dataset/13050004/patch_1230.npz,16.25,92.00
13050004,patch_1632,/projects/bcrm/nathanj/data/processed/test/patch_dataset/13050004/patch_1632.npz,51.31,84.00
14040200,patch_1007,/projects/bcrm/nathanj/data/processed/test/patch_dataset/14040200/patch_1007.npz,36.52,98.00
14040200,patch_1133,/projects/bcrm/nathanj/data/processed/test/patch_dataset/14040200/patch_1133.npz,16.36,98.00
14040200,patch_20,/projects/bcrm/nathanj/data/processed/test/patch_dataset/14040200/patch_20.npz,50.81,90.00
14080101,patch_1232,/projects/bcrm/nathanj/data/processed/test/patch_dataset/14080101/patch_1232.npz,22.74,98.00
14080101,patch_1169,/projects/bcrm/nathanj/data/processed/test/patch_dataset/14080101/patch_1169.npz,15.46,98.00
14080101,patch_50,/projects/bcrm/nathanj/data/processed/test/patch_dataset/14080101/patch_50.npz,55.17,90.00
14080106,patch_1213,/projects/bcrm/nathanj/data/processed/test/patch_dataset/14080106/patch_1213.npz,21.91,98.00
14080106,patch_1019,/projects/bcrm/nathanj/data/processed/test/patch_dataset/14080106/patch_1019.npz,16.59,98.00
14080106,patch_1267,/projects/bcrm/nathanj/data/processed/test/patch_dataset/14080106/patch_1267.npz,71.91,82.00
14080204,patch_1042,/projects/bcrm/nathanj/data/processed/test/patch_dataset/14080204/patch_1042.npz,22.41,98.00
14080204,patch_1157,/projects/bcrm/nathanj/data/processed/test/patch_dataset/14080204/patch_1157.npz,15.77,98.00
14080204,patch_1,/projects/bcrm/nathanj/data/processed/test/patch_dataset/14080204/patch_1.npz,5.21,90.00
15030104,patch_1020,/projects/bcrm/nathanj/data/processed/test/patch_dataset/15030104/patch_1020.npz,38.24,92.00
15030104,patch_1003,/projects/bcrm/nathanj/data/processed/test/patch_dataset/15030104/patch_1003.npz,15.45,92.00
15030104,patch_1024,/projects/bcrm/nathanj/data/processed/test/patch_dataset/15030104/patch_1024.npz,51.11,84.00
15080102,patch_2076,/projects/bcrm/nathanj/data/processed/test/patch_dataset/15080102/patch_2076.npz,36.20,92.00
15080102,patch_1,/projects/bcrm/nathanj/data/processed/test/patch_dataset/15080102/patch_1.npz,9.47,84.00
15080102,patch_2118,/projects/bcrm/nathanj/data/processed/test/patch_dataset/15080102/patch_2118.npz,64.83,76.00
16020306,patch_1052,/projects/bcrm/nathanj/data/processed/test/patch_dataset/16020306/patch_1052.npz,21.45,92.00
16020306,patch_1684,/projects/bcrm/nathanj/data/processed/test/patch_dataset/16020306/patch_1684.npz,16.29,92.00
16020306,patch_1929,/projects/bcrm/nathanj/data/processed/test/patch_dataset/16020306/patch_1929.npz,56.88,84.00
16020308,patch_11,/projects/bcrm/nathanj/data/processed/test/patch_dataset/16020308/patch_11.npz,20.65,92.00
16020308,patch_1993,/projects/bcrm/nathanj/data/processed/test/patch_dataset/16020308/patch_1993.npz,15.00,92.00
16020308,patch_1995,/projects/bcrm/nathanj/data/processed/test/patch_dataset/16020308/patch_1995.npz,50.43,84.00
16060008,patch_1297,/projects/bcrm/nathanj/data/processed/test/patch_dataset/16060008/patch_1297.npz,36.69,92.00
16060008,patch_1058,/projects/bcrm/nathanj/data/processed/test/patch_dataset/16060008/patch_1058.npz,15.63,92.00
16060008,patch_1443,/projects/bcrm/nathanj/data/processed/test/patch_dataset/16060008/patch_1443.npz,59.25,84.00
17020001,patch_1024,/projects/bcrm/nathanj/data/processed/test/patch_dataset/17020001/patch_1024.npz,31.89,97.00
17020001,patch_11,/projects/bcrm/nathanj/data/processed/test/patch_dataset/17020001/patch_11.npz,16.31,97.00
17020001,patch_1023,/projects/bcrm/nathanj/data/processed/test/patch_dataset/17020001/patch_1023.npz,56.78,89.00
17020002,patch_284,/projects/bcrm/nathanj/data/processed/test/patch_dataset/17020002/patch_284.npz,31.98,97.00
17020002,patch_1455,/projects/bcrm/nathanj/data/processed/test/patch_dataset/17020002/patch_1455.npz,15.32,97.00
17020002,patch_282,/projects/bcrm/nathanj/data/processed/test/patch_dataset/17020002/patch_282.npz,62.52,81.00
17020006,patch_1216,/projects/bcrm/nathanj/data/processed/test/patch_dataset/17020006/patch_1216.npz,29.85,97.00
17020006,patch_1286,/projects/bcrm/nathanj/data/processed/test/patch_dataset/17020006/patch_1286.npz,16.33,97.00
17020006,patch_1202,/projects/bcrm/nathanj/data/processed/test/patch_dataset/17020006/patch_1202.npz,59.16,89.00
17120005,patch_1234,/projects/bcrm/nathanj/data/processed/test/patch_dataset/17120005/patch_1234.npz,25.38,97.00
17120005,patch_1228,/projects/bcrm/nathanj/data/processed/test/patch_dataset/17120005/patch_1228.npz,18.31,97.00
17120005,patch_1281,/projects/bcrm/nathanj/data/processed/test/patch_dataset/17120005/patch_1281.npz,57.24,89.00
18010204,patch_1023,/projects/bcrm/nathanj/data/processed/test/patch_dataset/18010204/patch_1023.npz,31.06,97.60
18010204,patch_101,/projects/bcrm/nathanj/data/processed/test/patch_dataset/18010204/patch_101.npz,18.18,97.60
18010204,patch_1086,/projects/bcrm/nathanj/data/processed/test/patch_dataset/18010204/patch_1086.npz,56.41,89.60
18090202,patch_1004,/projects/bcrm/nathanj/data/processed/test/patch_dataset/18090202/patch_1004.npz,22.01,97.60
18090202,patch_1352,/projects/bcrm/nathanj/data/processed/test/patch_dataset/18090202/patch_1352.npz,15.38,97.60
18090202,patch_398,/projects/bcrm/nathanj/data/processed/test/patch_dataset/18090202/patch_398.npz,65.98,81.60
18090203,patch_146,/projects/bcrm/nathanj/data/processed/test/patch_dataset/18090203/patch_146.npz,20.54,97.60
18090203,patch_1017,/projects/bcrm/nathanj/data/processed/test/patch_dataset/18090203/patch_1017.npz,18.85,97.60
18090203,patch_1430,/projects/bcrm/nathanj/data/processed/test/patch_dataset/18090203/patch_1430.npz,55.43,89.60
18090208,patch_1296,/projects/bcrm/nathanj/data/processed/test/patch_dataset/18090208/patch_1296.npz,26.67,97.60
18090208,patch_1299,/projects/bcrm/nathanj/data/processed/test/patch_dataset/18090208/patch_1299.npz,19.10,97.60
18090208,patch_2314,/projects/bcrm/nathanj/data/processed/test/patch_dataset/18090208/patch_2314.npz,59.98,89.60
18100204,patch_1201,/projects/bcrm/nathanj/data/processed/test/patch_dataset/18100204/patch_1201.npz,22.82,97.60
18100204,patch_1200,/projects/bcrm/nathanj/data/processed/test/patch_dataset/18100204/patch_1200.npz,17.80,97.60
18100204,patch_1272,/projects/bcrm/nathanj/data/processed/test/patch_dataset/18100204/patch_1272.npz,55.60,89.60
19020103,patch_1002,/projects/bcrm/nathanj/data/processed/test/patch_dataset/19020103/patch_1002.npz,28.67,94.00
19020103,patch_1165,/projects/bcrm/nathanj/data/processed/test/patch_dataset/19020103/patch_1165.npz,19.39,94.00
19020103,patch_1007,/projects/bcrm/nathanj/data/processed/test/patch_dataset/19020103/patch_1007.npz,58.71,86.00
19030405,patch_158,/projects/bcrm/nathanj/data/processed/test/patch_dataset/19030405/patch_158.npz,23.68,94.00
19030405,patch_215,/projects/bcrm/nathanj/data/processed/test/patch_dataset/19030405/patch_215.npz,15.53,94.00
19030405,patch_148,/projects/bcrm/nathanj/data/processed/test/patch_dataset/19030405/patch_148.npz,54.34,86.00
22010000,patch_213,/projects/bcrm/nathanj/data/processed/test/patch_dataset/22010000/patch_213.npz,17.84,92.00
22010000,patch_154,/projects/bcrm/nathanj/data/processed/test/patch_dataset/22010000/patch_154.npz,6.83,84.00
22010000,patch_156,/projects/bcrm/nathanj/data/processed/test/patch_dataset/22010000/patch_156.npz,5.65,84.00
22030000,patch_122,/projects/bcrm/nathanj/data/processed/test/patch_dataset/22030000/patch_122.npz,5.41,84.00
22030000,patch_129,/projects/bcrm/nathanj/data/processed/test/patch_dataset/22030000/patch_129.npz,5.66,84.00
22030000,patch_130,/projects/bcrm/nathanj/data/processed/test/patch_dataset/22030000/patch_130.npz,14.07,84.00
